STN Code,Sampling Date,Sampling Month,Sampling Time,Name Of Monitoring Location,Inlet/Outlet,Latitude,Longitude,Type Water Body,Name Of WaterBody,River Basin,Sub Basin,District,State Name,Monitoring Agency,Frequency of Monitoring,Major Polluting Sources,Location Details,Use Based Class,Visible Effluent Discharge,Weather,ApproxDepth,Human Activities,Floating Matter,Colour,Odour,Flow (m3/sec),Temperature,Dissolved O2 (mg/L),pH,Conductivity (&micro;mho/cm),BOD (mg/L),NitrateN (mg/L),NitriteN (mg/L),Fecal Coliform  (MPN/100ml),Total Coliform  (MPN/100ml),Fecal Streptococci (MPN/100ml),Carbonate (CO3-) (mg/L),Bicarbonate (HCO3-) (mg/L),Sulphate Endosulfan (&micro;g/L),Polynuclear Aromatic Hydrocarbons (PAH),Polychlorinated Biphenyls (PCB) (&micro;g/L),Trihalomethanes (THM) (&micro;g/L),Chlorophyll (mg/m3),Total Plankton Count (count/L),Productivity ,E.Coli (MPN/100ml),Saprobity Index,Diversity Index,PR Ratio,Turbidity (mg/L),Phenolphthalein Alkalinity (mg/L),Total Alkalinity (mg/L),Chlorides (mg/L),COD (mg/L),Total Kjeldahl Nitrogen (mg/L),Ammonical-N (mg/L),Total Hardness (mg/L),Ca as CaCo3 (mg/L),Mg as CaCo3 (mg/L),Sulphate (mg/L),Sodium (mg/L),Total Dissolved Solids (mg/L),Total Fixed Solids (mg/L),Total Suspended Solids (mg/L),Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),Sodium Percentage,SAR,Any Other (General Parameters),Alpha HCH (&micro;g/L),Beta HCH (&micro;g/L),Gamma HCH (Lindane) (&micro;g/L),Delta-HCH (&micro;g/L),"o,p'- DDE (&micro;g/L)","p,p'- DDE (&micro;g/L)","o,p'- DDD (&micro;g/L)","p,p'- DDD (&micro;g/L)","o,p' DDT (&micro;g/L)","p,p' - DDT (&micro;g/L)",Alpha Endosulphan (&micro;g/L),Beta Endosulphan (&micro;g/L),Aldrin (&micro;g/L),Dieldrin (&micro;g/L),"2,4-D (&micro;g/L)",Chloropyriphos (&micro;g/L),Corbamate (&micro;g/L),MethylParathion  (&micro;g/L),Anilophos (&micro;g/L),Isoprofuron (&micro;g/L),Alachlor (&micro;g/L),Atrazine (&micro;g/L),Monochorotophos  (&micro;g/L),Ethion (&micro;g/L),Phorate (&micro;g/L),Butachlor (&micro;g/L),Chlorandane (&micro;g/L),Heptachlor (&micro;g/L),Hexachlorobenzene (&micro;g/L),Phosphamidon (&micro;g/L),Malathian (&micro;g/L),Ortho Phosphate (mg/L),Arsenic (mg/L),Cadmium (mg/L),Copper (mg/L),Lead (mg/L),Chromium Total (mg/L),Nickel (mg/L),Zinc (mg/L),Mercury (mg/L),Iron (mg/L),Aluminium (mg/L),Silver (mg/L),Cobalt (mg/L),Manganese (mg/L),Molybdenum (mg/L),Selenium (mg/L),Cyanide (mg/L),Any Other (Metals),Naphthalene (&micro;g/L),Acenaphthylene (&micro;g/L),Acenaphthene (&micro;g/L),Fluorene (&micro;g/L),Phenanthrene (&micro;g/L),Anthracene (&micro;g/L),Fluoranthene (&micro;g/L),Pyrene (&micro;g/L),Benzo(a)Anthracene (&micro;g/L),Chrysene (&micro;g/L),Benzo(b)Fluoranthene (&micro;g/L),Benzo(k)Fluoranthene (&micro;g/L),Benzo(a)Pyrene (&micro;g/L),"Benzo(g,h,i)Perylene (&micro;g/L)","Dibenzo(a,h)Anthracene (&micro;g/L)","Indeno(1,2,3-Cd)Pyrene (&micro;g/L)",Sampling Status,Reason,Last Updated Date
2159,03-03-2021,Mar,13:25,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,D/s of Paithan at Pathegaon bridge,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,Less than 50cm,Fishing,Yes,Clear,None,1,28,6.6,7.96,716,3,0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5(BDL),160,35,12,NA,0.24,142,64,78,119.86,9.7,530,NA,10(BDL),0.8,0.5(BDL),2.9,0.6,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 16:49
2160,03-03-2021,Mar,11:46,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,Kaigaon toka,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,Greater than 100cm,Fishing,Yes,Clear,None,1,30,6.8,7.96,727,2.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),132,32,8,NA,0.24,120,60,60,86.2,6.4,540,NA,10(BDL),0.6,0.5(BDL),2,0.7,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 16:58
2158,04-04-2021,Apr,16:31,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,Paithan intake pump house,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,50-100cm,Fishing,No,Clear,None,1,30,6.8,8.31,606,2.2,0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),158,30,8,NA,0.4(BDL),144,76,68,98.92,5.4,440,NA,16,0.4,0.5(BDL),2.2,0.8,NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),1.52(BDL),0.5(BDL),NA,0.5(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5(BDL),NA,NA,0.02,0.03,0.1,0.06,0.1,0.03,NA,0.75,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 17:23
1312,04-04-2021,Apr,15:00,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,Jayakwadi dam,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,Greater than 100cm,Fishing,No,Clear,None,1,29,6.6,8.93,1037,2.8,0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),202,46,12,NA,0.61,186,94,92,168.35,6,760,NA,16,0.5,0.5(BDL),2.4,0.5,NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),1.52(BDL),0.5(BDL),NA,0.5(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5(BDL),NA,NA,0.02,0.03,0.1,0.06,0.1,0.02,NA,0.46,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 17:30
2159,04-04-2021,Apr,13:25,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,Pathegaon bridge,"E (Irrigation, industrial cooling and controlled waste)",Industrial,Clear,50-100cm,Bathing,No,Clear,None,1,30,7.1,8.34,637,2,0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),150,50,8,NA,0.4(BDL),136,74,62,104.49,5(BDL),474,NA,16,0.5,0.8,2,0.7,NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),1.52(BDL),0.5(BDL),NA,0.5(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5(BDL),NA,NA,0.02,0.03,0.1,0.06,0.1,0.03,NA,0.45,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 17:38
2160,04-04-2021,Apr,11:45,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,Kaygaon toka,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,Greater than 100cm,Fishing,No,Clear,None,1,30,6.7,8.16,1107,2.4,0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),258,25,8,NA,0.47,240,130,110,205.88,7.8,820,NA,18,0.7,0.7,2.6,0.6,NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),1.52(BDL),0.5(BDL),NA,0.5(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5(BDL),NA,NA,0.02,0.03,0.1,0.06,0.1,0.04,NA,0.58,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,18-05-2021 17:46
2825,04-04-2021,Apr,05:30,"BORE WELL AT WAHEGAON, NEAR ZILLA PARISHAD SCHOOL,VILLAGE-WAHEGAON,TALUKA-PAITHAN, DISTRICT - AURANGABAD",,19.56625,75.395758,GROUND WATER,WELL,WELL ,WELL ,AURANGABAD,MAHARASHTRA,MAHARASHTRA,HALF-YEARLY,None,Bore well at Wahegaon,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,50-100cm,Cultivation,,Clear,None,,29,,7.76,3486,2.4,0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),5(BDL),392,950,8,NA,NA,360,182,178,818.04,10,2540,NA,20,1,0.6,3.1,0.4,NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),1.52(BDL),0.5(BDL),NA,0.5(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5(BDL),NA,NA,0.02,0.03,0.1,0.06,0.1,0.02,NA,0.35,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-05-2021 11:23
2201,05-04-2021,Apr,05:30,"DUG WELL AT RANJANGAON, VILLAGE-RANJANGAON, TALUKA-GANGAPUR, DISTRICT- AURANGABAD.",,18.75395,74.247278,GROUND WATER,WELL,WELL ,WELL ,AURANGABAD,MAHARASHTRA,MAHARASHTRA,HALF-YEARLY,None,Dug well at Ranjangaon,"E (Irrigation, industrial cooling and controlled waste)",None,Clear,50-100cm,Cultivation,,Clear,None,,29,,7.94,1915,2.6,0.3(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5(BDL),428,350,12,NA,NA,400,216,184,249.91,9.2,1412,NA,20,0.8,0.5(BDL),3,0.7,NA,NA,,0.05(BDL),0.05(BDL),0.05(BDL),NA,NA,NA,NA,NA,0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),0.05(BDL),1.52(BDL),0.5(BDL),NA,0.5(BDL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5(BDL),NA,NA,0.02,0.03,0.1,0.06,0.1,0.02,NA,0.55,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,19-05-2021 11:31
2200,04-04-2021,Apr,00:00,"BORE WELL AT KATPUR, NEAR Z.P. SCHOOL, VILLAGE-KATPUR,TALUKA-PAITHAN,DISTRICT-AURANGABAD.",,19.523145,75.383933,GROUND WATER,WELL,WELL ,WELL ,AURANGABAD,MAHARASHTRA,MAHARASHTRA,HALF-YEARLY,,,,,,,,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Sampling,During the visit borewell at Katpur found dry,19-08-2021 13:11
2824,04-04-2021,Apr,00:00,"DUG WELL AT NAREGAON, VILLAGE- NAREGAON, TALUKA- AURANGABAD, DISTRICT - AURANGABAD.",,19.89506,75.3892,GROUND WATER,WELL,WELL ,WELL ,AURANGABAD,MAHARASHTRA,MAHARASHTRA,HALF-YEARLY,,,,,,,,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Sampling,The said well found permanently filled / closed.,19-08-2021 13:16
1993,05-04-2021,Apr,00:00,"DUG WELL AT PANDHARPUR, VILLAGE-PANDHARPUR, TALUKA-GANGAPUR, DISTRICT - AURANGABAD.",,19.700486,75.017786,GROUND WATER,WELL,WELL ,WELL ,AURANGABAD,MAHARASHTRA,MAHARASHTRA,HALF-YEARLY,,,,,,,,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Sampling,Not approchable.,23-08-2021 15:45
2158,05-05-2021,May,16:31,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,Industrial Effluent,"River Godavari At U/s Of Paithan At Paithan Intake Pump House At Jayakwadi, Paithan, Aurangabad,",A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Greater than 100cm,"Cultivation,Fishing,Boating,Tourism Spot,Others",No,Clear,None,,26,7,8.1,651,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1(BDL),6,106,36,8,NA,0.4,120,60,60,90.88,8.1,484,NA,12,0.3,0.7,2.3,0.7,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,09-09-2021 14:31
1312,05-05-2021,May,15:00,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At Jayakwadi Dam, Paithan,auranagabad,",No Information,None,Clear,Greater than 100cm,"Cultivation,Fishing,Boating,Tourism Spot",No,Clear,Odor Free,,25,6.9,8.07,954,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,6,128,405,12,NA,0.7,140,80,60,104.13,7,740,NA,12,0.4,0.6,2.4,0.3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,09-09-2021 14:46
2159,05-05-2021,May,13:25,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At D/s Of Paithan At Pathegaon Bridge, Pathegaon, Paithan, Aurangabad",No Information,None,Clear,Greater than 100cm,Others,No,Clear,None,,25,7,8.18,652,2.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,6,124,30,8,NA,0.5,142,80,62,91.88,6.4,480,NA,10(BDL),0.6,0.5(BDL),2,0.8,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,09-09-2021 15:05
2160,05-05-2021,May,11:45,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At U/s Of Aurangabad Reservoir, Kaigaon Tokka Near Kaigaon Bridge,kaigaon, Gangapur, ",No Information,None,Clear,Greater than 100cm,"Tourism Spot,Others",No,Clear,None,,26,6.9,8.22,655,2.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,6,146,45,8,NA,0.8,162,82,80,92.3,8.6,488,NA,12,0.3,0.6,2.9,0.4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,09-09-2021 15:16
2158,02-06-2021,Jun,16:31,"RIVER GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE, VILLAGE- JAYAKWADI, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.51541,75.37307,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At U/s Of Paithan At Paithan Intake Pump House At Jayakwadi, Paithan, Aurangabad",No Information,None,Clear,Greater than 100cm,"Tourism Spot,Others",No,Clear,Odor Free,,24,6.7,8.15,664,2.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,6,106,33,8,NA,0.4,120,62,58,118.4,7.2,386,NA,20,0.84,0.8,2.5,0.62,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,09-09-2021 15:24
1312,02-06-2021,Jun,15:00,"RIVER GODAVARI  AT JAIKWADI DAM, VILLAGE- PAITHAN, TALUKA- PAITHAN, DISTRICT-AURANGABAD.",,19.485317,75.370099,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At Jayakwadi Dam, Paithan,auranagabad",No Information,None,Clear,Greater than 100cm,"Tourism Spot,Others",No,Clear,Odor Free,,23,6.6,8.07,632,3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,6,130,30,12,NA,0.7,140,82,58,106.8,6.6,360,NA,22,0.74,0.7,2,0.64,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,09-09-2021 15:33
2159,02-06-2021,Jun,13:25,"RIVER GODAVARI AT D/S OF PAITHAN AT PATHEGAON BRIDGE, VILLAGE- PATHEGAON, TALUKA- PAITHAN, DISTRICT- AURANGABAD.",,19.467269,75.397267,RIVER,GODAVARI,GODAVARI,GODAVARI MIDDLE,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At D/s Of Paithan At Pathegaon Bridge, Pathegaon, Paithan, Aurangabad",No Information,None,Clear,Greater than 100cm,"Cultivation,Others",No,Clear,Odor Free,,25,6.8,8.16,664,2.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,6,128,28,8,NA,0.5,142,80,62,116.73,8.4,398,NA,20,0.92,0.6,3,0.68,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,09-09-2021 16:48
2160,02-06-2021,Jun,11:45,"RIVER GODAVARI AT U/S OF AURANGABAD RESERVOIR,KAIGAON TOKKA NEAR KAIGAON BRIDGE,VILLAGE- KAIGAON,TALUKA- GANGAPUR, DISTRICT- AURANGABAD.",,19.62324,75.02223,RIVER,GODAVARI,GODAVARI,GODAVARI UPPER,AURANGABAD,MAHARASHTRA,MAHARASHTRA,MONTHLY,None,"River Godavari At U/s Of Aurangabad Reservoir, Kaigaon Tokka Near Kaigaon Bridge,kaigaon, Gangapur, ",No Information,None,Clear,Greater than 100cm,"Cultivation,Fishing,Others",No,Clear,None,,22,6.7,8.13,660,2.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,6,112,33.5,12,NA,0.6,136,72,64,116.44,6.5,370,NA,24,0.74,0.9,2.1,0.64,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampling,,09-09-2021 16:54
